date,change,changeOverTime,changePercent,close,high,low,open,unadjustedVolume,volume,vwap,change1D,change2D,change3D,change7D,future1D,future2D,future3D,future7D,NASDAQclose,NASDAQchange1D,compToNASDAQ
2013-12-09,0.15814899999999998,0.0,0.199,79.7742,80.1154,79.5744,79.8657,15519217,15519217,79.8584,,,,,-0.13563282364473292,-1.6486533240069976,-0.5009138292831422,3.860521321429739,35.6838,,
2013-12-10,-0.108205,-0.0013563282364470002,-0.136,79.666,79.8865,79.3996,79.8241,9868328,9868328,79.7671,-0.13563282364473292,,,,-1.5150754399618327,-0.365777119473798,-0.41799512966635505,3.8867270855823097,35.6655,-0.05128377583103938,False
2013-12-11,-1.2069,-0.016486533240069,-1.5150000000000001,78.459,79.5245,78.3758,79.3913,12811798,12811798,78.8011,-1.5150754399618327,-1.6486533240069976,,,1.166978931671316,1.1139576084324236,3.1402388508647725,4.689200729043183,35.6195,-0.1289761814638779,False
2013-12-12,0.915604,-0.0050091382928310006,1.167,79.3746,79.8075,78.4757,78.6588,15562613,15562613,79.0584,1.166978931671316,-0.365777119473798,-0.5009138292831422,,-0.05240971293083999,1.9504980182577225,1.4576451408888944,3.3033237332849548,35.6931,0.20662839175170622,True
2013-12-13,-0.041617999999999995,-0.005530610147140001,-0.052000000000000005,79.333,79.8366,78.792,79.1832,10630610,10630610,79.7738,-0.05240971293083999,1.1139576084324236,-0.41799512966635505,,2.0039579998235246,1.5108466842297645,4.438127891293658,4.102454211992483,35.4723,-0.6186069576472878,False
2013-12-16,1.5897999999999999,0.014398138746612001,2.004,80.9228,82.3046,80.0156,80.1404,23225988,23225988,81.2557,2.0039579998235246,1.9504980182577225,3.1402388508647725,,-0.4834237075335972,2.3863484703940063,2.2732777412546334,3.785336147538159,35.6287,0.44090741226254004,True
2013-12-17,-0.391216,0.009494297655131,-0.483,80.5316,80.8479,79.9323,80.7564,14920924,14920924,80.5771,-0.4834237075335972,1.5108466842297645,1.4576451408888944,,2.883712728916349,2.770092733784008,1.9948690948646208,4.919932051517674,36.1716,1.523771566181185,False
2013-12-18,2.3223000000000003,0.038605213214297,2.884,82.8539,83.1952,80.748,81.0976,21334488,21334488,81.895,2.883712728916349,2.3863484703940063,4.438127891293658,3.860521321429739,-0.1104353566941283,-0.8639303641711513,-1.034712910315622,0.7736509687534388,36.4338,0.7248780811465348,True
2013-12-19,-0.09156199999999999,0.037458225842440004,-0.111,82.7624,82.9039,82.4045,82.8206,12905883,12905883,82.6838,-0.1104353566941283,2.770092733784008,2.2732777412546334,3.8867270855823097,-0.7543280523522822,-0.9252994113268812,-0.21120702154602178,1.7801562061999106,36.3096,-0.3408922484066849,False
2013-12-20,-0.624275,0.029632387413474,-0.754,82.1381,82.9039,82.0715,82.7291,23333803,23333803,82.3687,-0.7543280523522822,-0.8639303641711513,1.9948690948646208,4.689200729043183,-0.172270846294221,0.547249084164353,2.249747681039627,1.084271489114073,36.7697,1.2671579967832116,False
2013-12-23,-0.141504,0.027858630985957002,-0.17200000000000001,81.9966,82.6458,81.8967,82.4045,10131832,10131832,82.1918,-0.172270846294221,-0.9252994113268812,-1.034712910315622,3.3033237332849548,0.7207615925538302,2.426198159435883,3.0453701738852623,1.0151640433871558,36.5857,-0.5004120240306489,False
2013-12-24,0.5909829999999999,0.035267041223854004,0.721,82.5876,82.7665,81.8468,81.8468,4168300,4168300,82.5484,0.7207615925538302,0.547249084164353,-0.21120702154602178,4.102454211992483,1.6932323980839854,2.3079735940988835,1.098591071783181,0.4434079692350986,36.7237,0.3771965549381264,True
2013-12-26,1.3984,0.052796518172542,1.693,83.986,84.0942,82.7208,82.7541,9539504,9539504,83.6916,1.6932323980839854,2.426198159435883,2.249747681039627,3.785336147538159,0.6045055128235656,-0.5847403138618377,0.2973114566713381,0.16848046102921144,36.7881,0.1753635935376858,True
2013-12-27,0.507746,0.059160731163709006,0.605,84.4937,84.6851,84.0609,84.269,10214097,10214097,84.4368,0.6045055128235656,2.3079735940988835,3.0453701738852623,4.919932051517674,-1.182099967216494,-0.3053482093931379,-1.7338570804687252,-0.7585180906978887,36.7329,-0.15004852112503567,True
2013-12-30,-0.998842,0.046640392507853005,-1.182,83.4949,84.527,83.4949,84.5104,9008884,9008884,83.7892,-1.182099967216494,-0.5847403138618377,1.098591071783181,0.7736509687534388,0.8872398194380651,-0.558357456563216,-0.7975337415818304,-0.5482969618503717,36.6501,-0.22541100757086663,False
2013-12-31,0.740806,0.055926602836506,0.887,84.2357,84.3938,83.5947,83.6447,8509901,8509901,84.0739,0.8872398194380651,-0.3053482093931379,0.2973114566713381,1.7801562061999106,-1.432884157192252,-1.6699570372181876,-1.5218013265159467,-0.6719241366783778,36.6225,-0.07530675223259861,True
2014-01-02,-1.2069,0.040796397832883004,-1.433,83.0287,83.8694,82.7249,83.3867,11030125,11030125,82.9499,-1.432884157192252,-0.558357456563216,-1.7338570804687252,1.084271489114073,-0.24051924214158127,-0.09020977083827583,1.3233978130453652,-1.2029575315523462,36.0704,-1.5075431770086773,False
2014-01-03,-0.19977299999999998,0.038293082224578,-0.241,82.829,83.3782,82.5218,83.0454,9295650,9295650,82.9508,-0.24051924214158127,-1.6699570372181876,-0.7975337415818304,1.0151640433871558,0.15067186613385117,1.5676876456313662,1.2360405172101663,-0.39201245940430635,36.6041,1.4796065471966022,False
2014-01-06,0.124858,0.039857497787505004,0.151,82.9538,83.3534,82.3099,83.1869,11849986,11849986,82.905,0.15067186613385117,-0.09020977083827583,-1.5218013265159467,0.4434079692350986,1.4148839474502635,1.0837357661734615,0.10041734073664396,-0.8830216337286558,36.6961,0.25133796487278404,True
2014-01-07,1.1736,0.054570274600058005,1.415,84.1275,84.2482,82.7541,82.9122,11188673,11188673,83.8777,1.4148839474502635,1.5676876456313662,1.3233978130453652,0.16848046102921144,-0.3265281863837577,-1.2961279011024962,-0.5441740215743862,-2.1075153784434297,36.8709,0.47634489768666866,True
