date,change,changeOverTime,changePercent,close,high,low,open,unadjustedVolume,volume,vwap,change1D,change2D,change3D,change7D,future1D,future2D,future3D,future7D,NASDAQclose,NASDAQchange1D,compToNASDAQ
1/10/14,-0.03003,0.048268274,-0.005,565.6551,570.1095,561.6861,570.1095,2145560,4286833,564.3751,-0.005303304,-0.9682492,-0.761949775,0.844993737,-0.637066651,1.700612264,1.631594942,3.082691202,36.7329,-0.795089029,FALSE
1/13/14,-3.6036,0.041590107,-0.637,562.0515,574.0284,559.1436,563.7982,2425615,4846384,564.4951,-0.637066651,-0.642336169,-1.599147457,0.885793028,2.352666971,2.283207144,2.959977867,3.305480014,36.0244,-1.928788634,FALSE
1/14/14,13.2232,0.066095253,2.353,575.2747,576.0755,564.609,569.544,2484514,4964064,571.9024,2.352666971,1.700612264,1.695218771,4.018099548,-0.067863231,0.593351315,0.098318247,-2.22464155,36.5673,1.507034121,TRUE
1/15/14,-0.39039,0.065371766,-0.068,574.8843,578.0775,572.4669,577.0715,1951012,3898126,575.3262,-0.067863231,2.283207144,1.631594942,2.801336937,0.661663573,0.166294331,1.312890263,-4.125821491,36.3648,-0.553773453,FALSE
1/16/14,3.8038,0.072420943,0.662,578.6881,579.5435,574.574,575.1245,1685699,3368030,577.8704,0.661663573,0.593351315,2.959977867,1.524548674,-0.492113109,0.646946084,0.761100842,-2.872289926,36.7881,1.164037751,TRUE
1/17/14,-2.8478,0.067143419,-0.492,575.8403,580.8953,572.6721,579.0034,2766140,5526753,577.4031,-0.492113109,0.166294331,0.098318247,0.814919004,1.144692374,1.259411681,0.831775754,-3.790425922,36.5488,-0.650482085,FALSE
1/21/14,6.5916,0.079358929,1.145,582.4319,582.582,576.2256,581.0455,1981099,3958240,580.1627,1.144692374,0.646946084,1.312890263,2.960445661,0.113420985,-0.309375225,-3.426151624,-2.432421713,36.2544,-0.805498402,TRUE
1/22/14,0.66066,0.080583148,0.113,583.0925,584.5289,580.0094,583.8883,1573846,3144547,582.1188,0.113420985,1.259411681,0.761100842,3.082691202,-0.422317214,-3.535562539,-5.475443433,1.36907952,36.3464,0.253762302,TRUE
1/23/14,-2.4625,0.076019659,-0.422,580.63,581.8262,577.7622,580.58,1951643,3899387,579.8883,-0.422317214,-0.309375225,0.831775754,3.305480014,-3.126448857,-5.074556947,-3.197130703,-2.298933917,35.6103,-2.025234961,FALSE
1/24/14,-18.1531,0.042378455,-3.126,562.4769,577.3493,562.0615,576.0805,3926347,7844849,568.3773,-3.126448857,-3.535562539,-3.426151624,-2.22464155,-2.010980362,-0.072962996,-1.504666236,1.275110142,34.5981,-2.842436037,FALSE
1/27/14,-11.3113,0.021416429,-2.011,551.1656,563.8133,541.6761,563.6131,4362978,8717239,549.2238,-2.010980362,-5.074556947,-5.475443433,-4.125821491,1.977790341,0.516704961,3.102352542,3.811195764,34.3405,-0.744549556,FALSE
1/28/14,10.9009,0.041617905,1.978,562.0665,563.4374,555.525,555.7152,2217723,4431015,560.0707,1.977790341,-0.072962996,-3.197130703,-2.872289926,-1.432748616,1.102752076,5.161133069,3.290269034,34.6441,0.884087302,TRUE
1/29/14,-8.053,0.026694138,-1.433,554.0135,561.4359,550.2597,560.1196,2411641,4818464,556.27,-1.432748616,0.516704961,-1.504666236,-3.790425922,2.572356089,6.68972868,2.394923589,6.370819484,34.23,-1.195297323,FALSE
1/30/14,14.2512,0.053104368,2.572,568.2647,576.8212,564.1886,573.0725,5141107,10271942,572.428,2.572356089,1.102752076,3.102352542,-2.432421713,4.014115253,-0.172982767,0.243618863,3.305994548,35.3434,3.252702308,TRUE
1/31/14,22.8108,0.095377191,4.014,591.0755,593.8633,576.1406,586.2607,5569794,11128460,588.2606,4.014115253,6.68972868,5.161133069,1.36907952,-4.025509432,-3.624985302,-3.19822087,0.779866531,35.1042,-0.676788311,TRUE
2/3/14,-23.7938,0.051282679,-4.026,567.2817,591.4519,566.5685,590.1896,4575602,9142062,576.4106,-4.025509432,-0.172982767,2.394923589,-2.298933917,0.417323527,0.861987968,2.340688938,4.699005803,34.1656,-2.673754138,FALSE
2/4/14,2.3674,0.055669928,0.417,569.6491,578.0775,569.0735,569.564,2815737,5625848,572.0843,0.417323527,-3.624985302,0.243618863,1.275110142,0.442816464,1.915372112,3.451177225,5.424532401,34.7729,1.777518908,TRUE
2/5/14,2.5225,0.060344609,0.443,572.1716,575.9604,564.574,572.2617,2400619,4796442,571.9648,0.442816464,0.861987968,-3.19822087,3.811195764,1.466063677,2.995097974,2.600600939,5.213435969,35.1042,0.952753437,TRUE
2/6/14,8.3884,0.075889936,1.466,580.56,580.6601,574.3488,576.1406,1948254,3892615,582.9449,1.466063677,1.915372112,2.340688938,3.290269034,1.506941574,1.11814455,2.605260438,4.389796059,34.8281,-0.786515574,TRUE
2/7/14,8.7487,0.092102969,1.507,589.3087,589.5389,580.8608,584.3988,2687308,5369247,588.3281,1.506941574,2.995097974,3.451177225,6.370819484,-0.38302506,1.082013552,0.785598448,2.114765996,34.5429,-0.818879009,TRUE
2/10/14,-2.2573,0.087919941,-0.383,587.0515,591.7912,585.0945,586.4859,1945639,3887391,587.8427,-0.38302506,1.11814455,2.600600939,3.305994548,1.470671653,1.173116839,2.299355338,2.658301699,34.5153,-0.079900645,FALSE
2/11/14,8.6336,0.103919671,1.471,595.6851,596.529,586.6911,590.6751,2052813,4101524,592.0479,1.470671653,1.082013552,2.605260438,0.779866531,-0.293242185,0.816673105,1.060342117,1.14352365,35.3066,2.292606467,TRUE
2/12/14,-1.7467,0.100682513,-0.293,593.9383,595.595,591.2807,595.0945,1725673,3447898,593.0567,-0.293242185,1.173116839,0.785598448,4.699005803,1.113179601,1.357565256,2.038444061,2.175815232,35.5091,0.573547155,FALSE
2/13/14,6.6116,0.112935086,1.113,600.5499,600.5499,590.4198,590.9654,1836921,3670172,597.6236,1.113179601,0.816673105,2.299355338,5.424532401,0.241695153,0.915077998,0.203363617,1.67514806,35.6011,0.259088515,TRUE
2/14/14,1.4515,0.115624996,0.242,602.0014,602.7972,596.9964,598.4028,2194330,4384276,600.8722,0.241695153,1.357565256,1.060342117,5.213435969,0.671759235,-0.038239114,0.108920012,1.444132854,35.6287,0.077525694,TRUE
2/18/14,4.044,0.12311931,0.672,606.0454,607.0414,600.6,601.3057,2110730,4217243,604.7568,0.671759235,0.915077998,2.038444061,4.389796059,-0.705260695,-0.559083527,-0.585517191,0.68793526,35.9875,1.007053303,TRUE
2/19/14,-4.2743,0.115198391,-0.705,601.7712,605.2146,599.3498,603.2527,2105697,4207187,605.7653,-0.705260695,-0.038239114,0.203363617,2.114765996,0.14721542,0.120594006,0.845853042,1.106998806,36.4108,1.176241751,FALSE
2/20/14,0.885885,0.116840135,0.147,602.6571,604.0459,600.7101,602.1716,1701894,3400388,602.5379,0.14721542,-0.559083527,0.108920012,2.658301699,-0.02658228,0.697610631,1.319639311,-0.11794435,36.328,-0.227405056,TRUE
2/21/14,-0.16016,0.116543253,-0.027,602.4969,605.5399,602.0189,604.5089,1863155,3722587,603.5218,-0.02658228,0.120594006,-0.585517191,1.14352365,0.72438547,1.346579543,1.360704097,0.92375579,35.8219,-1.393140277,FALSE
2/24/14,4.3644,0.12463133,0.724,606.8613,610.6901,603.1526,603.2827,1675461,3347574,608.0952,0.72438547,0.697610631,0.845853042,2.175815232,0.617719403,0.631742377,0.552564482,0.474210499,35.9968,0.488248809,TRUE
2/25/14,3.7487,0.131578396,0.618,610.61,612.8623,605.8169,608.578,1444180,2885475,609.92,0.617719403,1.346579543,1.319639311,1.67514806,0.013936883,-0.064754917,-0.356561471,-0.031968032,35.9507,-0.128066939,TRUE
2/26/14,0.085085,0.131736103,0.014,610.6951,615.0544,607.4869,612.612,1983804,3963644,611.903,0.013936883,0.631742377,1.360704097,1.444132854,-0.078680834,-0.370446725,-1.432597052,-0.440923793,35.2882,-1.842801392,TRUE
2/27/14,-0.48048,0.130845644,-0.079,610.2146,612.7296,609.114,609.8042,1260794,2519069,610.9107,-0.078680834,-0.064754917,0.552564482,0.68793526,-0.291995636,-1.354982329,-0.352679205,-0.626632008,35.3526,0.182497265,FALSE
2/28/14,-1.7818,0.127543624,-0.292,608.4328,612.7071,603.7131,610.7802,2314596,4624567,608.9262,-0.291995636,-0.370446725,-0.356561471,1.106998806,-1.066099658,-0.060861282,0.214699142,-1.288194851,35.325,-0.078070637,FALSE
3/3/14,-6.4865,0.115522885,-1.066,601.9463,604.5239,596.6661,603.9784,2104491,4204777,600.929,-1.066099658,-1.354982329,-1.432597052,-0.11794435,1.016070703,1.294600532,1.40685307,0.383306617,35.2882,-0.104175513,FALSE
3/4/14,6.1161,0.126857386,1.016,608.0625,608.608,605.3547,608.1075,1471031,2939123,607.4297,1.016070703,-0.060861282,-0.352679205,0.92375579,0.275728235,0.386851681,-0.009883852,-2.127741803,36.6409,3.833292715,TRUE
3/5/14,1.6767,0.12996445,0.276,609.7391,612.1515,606.3087,608.1325,1236190,2469910,612.0738,0.275728235,1.294600532,0.214699142,0.474210499,0.110817889,-0.28482674,-0.549136508,-3.731546821,36.8433,0.552388178,TRUE
3/6/14,0.675675,0.131216653,0.111,610.4148,613.6856,609.9093,611.7511,1269591,2536645,611.6747,0.110817889,0.386851681,1.40685307,-0.031968032,-0.395206669,-0.659223859,-1.608709356,-2.255646488,37.4506,1.648332261,TRUE
3/7/14,-2.4124,0.126746009,-0.395,608.0024,614.1061,606.3247,614.0134,1515510,3027992,608.8115,-0.395206669,-0.28482674,-0.009883852,-0.440923793,-0.265064743,-1.218317559,-0.616576514,-0.290590958,37.5334,0.221091251,FALSE
3/10/14,-1.6116,0.123759403,-0.265,606.3908,609.4263,602.6471,608.4528,1215443,2428458,605.8275,-0.265064743,-0.659223859,-0.549136508,-0.626632008,-0.955786269,-0.35244598,-1.857927264,-1.016868989,37.0549,-1.274864521,FALSE
3/11/14,-5.7958,0.113018665,-0.956,600.595,607.7671,598.9183,607.4919,1715423,3427419,602.6351,-0.955786269,-1.218317559,-1.608709356,-1.288194851,0.60916258,-0.910846744,-2.265853029,-0.235832799,36.3924,-1.787887702,FALSE
3/12/14,3.6587,0.119798758,0.609,604.2536,604.5289,592.6871,598.7982,1966927,3929924,599.8912,0.60916258,-0.35244598,-0.616576514,0.383306617,-1.510806059,-2.85760813,-1.259007807,-2.009437759,36.374,-0.050560007,TRUE
3/13/14,-9.1291,0.102880771,-1.511,595.1245,605.8552,592.9724,604.579,2345640,4686593,597.9622,-1.510806059,-0.910846744,-1.857927264,-2.127741803,-1.367461766,0.25566079,1.867021102,-2.618023624,35.8385,-1.472205421,FALSE
3/14/14,-8.1381,0.087799298,-1.367,586.9864,596.0304,586.8513,591.586,2301786,4598973,590.2187,-1.367461766,-2.85760813,-2.265853029,-3.731546821,1.645625861,3.279326403,2.255282235,-1.200538888,36.3093,1.313671052,FALSE
3/17/14,9.6596,0.105700404,1.646,596.646,599.1335,589.6441,590.2146,2166547,4328765,602.5682,1.645625861,0.25566079,-1.259007807,-2.255646488,1.607251201,0.599786138,0.424472803,-5.044029458,36.6786,1.017094794,TRUE
3/18/14,9.5896,0.123471787,1.607,606.2356,606.3708,597.1265,597.9323,1821606,3639572,603.0476,1.607251201,3.279326403,1.867021102,-0.290590958,-0.991528706,-1.164068887,-2.329803792,-8.006540691,35.5431,-3.095810636,TRUE
3/19/14,-6.011,0.112332242,-0.992,600.2246,606.601,597.8022,606.5059,1612901,3222579,594.2957,-0.991528706,0.599786138,2.255282235,-1.016868989,-0.174268099,-1.351677355,-3.44547691,-6.595780979,34.6199,-2.597409905,FALSE
3/20/14,-1.046,0.110393802,-0.174,599.1786,605.4098,598.2777,600.575,1684975,3366583,601.3415,-0.174268099,-1.164068887,0.424472803,-0.235832799,-1.179464687,-3.276919436,-3.210929095,-6.903834683,34.6107,-0.026574311,FALSE
3/21/14,-7.0671,0.097297099,-1.179,592.1115,605.4198,591.8162,603.7582,3210656,6414897,500.0252,-1.179464687,-1.351677355,-2.329803792,-2.009437759,-2.122488754,-2.055710791,-4.316838974,-4.070027351,34.6568,0.133195804,FALSE
3/24/14,-12.5676,0.074007091,-2.122,579.544,593.0425,573.548,592.6871,3039151,6072230,580.4059,-2.122488754,-3.276919436,-3.44547691,-2.618023624,0.068226054,-2.241935039,-3.769670638,-1.971619066,35.1646,1.465224718,FALSE
3/25/14,0.395395,0.074739844,0.068,579.9394,585.5049,574.0735,583.583,2413045,4821269,579.9948,0.068226054,-2.055710791,-3.210929095,-1.200538888,-2.308586035,-3.835280031,-3.328675375,-1.455221011,35.22,0.157544804,TRUE
3/26/14,-13.3884,0.04992855,-2.309,566.551,586.3708,566.3157,581.586,2580023,5154891,574.715,-2.308586035,-2.241935039,-4.316838974,-5.044029458,-1.562771931,-1.044195492,-1.542438368,-3.759767435,34.7122,-1.441794435,FALSE
3/27/14,-8.8538,0.033520561,-1.563,557.6971,566.536,551.601,565.9904,3826676,7645706,551.4388,-1.562771931,-3.835280031,-3.769670638,-8.006540691,0.526809266,0.020656374,1.849624106,-3.060281289,34.2875,-1.223489148,FALSE
3/28/14,2.9379,0.038965244,0.527,560.6351,567.1616,559.4439,560.0595,2258918,4513323,563.7842,0.526809266,-1.044195492,-3.328675375,-6.595780979,-0.503500405,1.315882648,1.334647081,-0.557421396,33.8998,-1.130732774,TRUE
3/31/14,-2.8228,0.033734049,-0.504,557.8123,568.0675,556.9814,565.7652,1942277,3880673,561.561,-0.503500405,0.020656374,-1.542438368,-6.903834683,1.828590011,1.847449402,2.453818247,1.654266139,34.1029,0.599118579,FALSE
4/1/14,10.2002,0.052636807,1.829,568.0124,569.3188,559.559,560.6951,2182626,4360891,567.9796,1.828590011,1.315882648,1.849624106,-4.070027351,0.018520722,0.61400068,-4.007377304,-3.753861711,33.032,-3.140202153,TRUE
4/2/14,0.105105,0.052831763,0.019,568.1176,572.9724,562.562,571.5209,2085760,4167353,567.496,0.018520722,1.847449402,1.334647081,-1.971619066,0.595369691,-4.025152539,-4.838364451,-5.343541548,34.1398,3.353717607,TRUE
4/3/14,3.3824,0.059100004,0.595,571.5,588.3,566.01,573.39,4019626,4019626,576.9989,0.595369691,0.61400068,2.453818247,-1.455221011,-4.593175853,-5.401574803,-2.447944007,-4.601924759,33.6413,-1.460172584,TRUE
4/4/14,-26.25,0.010453678,-4.593,545.25,579.7173,544.494,578.55,5366972,5366972,555.5185,-4.593175853,-4.025152539,-4.007377304,-3.759767435,-0.847317744,2.248509858,3.996331958,0.632737276,33.512,-0.384349,FALSE
4/7/14,-4.62,0.001891925,-0.847,540.63,549.85,530.53,544.79,3961552,3961552,539.9398,-0.847317744,-5.401574803,-4.838364451,-3.060281289,3.122283262,4.885041526,1.120914489,4.304237649,33.0412,-1.404869897,FALSE
4/8/14,16.88,0.033173829,3.122,557.51,559.88,544.7,545.05,3488768,3488768,554.5533,3.122283262,2.248509858,-2.447944007,-0.557421396,1.709386379,-1.940772363,-3.542537354,-2.541658446,32.1365,-2.738096679,TRUE
4/9/14,9.53,0.050834762,1.709,567.04,567.8,555.38,565.84,3033589,3033589,561.7182,1.709386379,4.885041526,3.996331958,1.654266139,-3.588812077,-5.163656885,-3.851580135,-4.879726298,32.2011,0.201017535,TRUE
4/10/14,-20.35,0.013122277,-3.589,546.69,568.21,545.5,568,3296996,3296996,552.0137,-3.588812077,-1.940772363,1.120914489,-3.753861711,-1.633466864,-0.272549342,0.367667234,-0.217673636,32.2103,0.028570453,FALSE
4/11/14,-8.93,-0.00342674,-1.633,537.76,547.59,533.4,537.94,3175460,3175460,540.9171,-1.633466864,-5.163656885,-3.542537354,-5.343541548,1.38351681,2.034364772,4.860904493,-0.04648914,32.0996,-0.343678885,FALSE
4/14/14,7.44,0.010361019,1.384,545.2,553.02,540.52,543.66,2541398,2541398,546.6549,1.38351681,-0.272549342,-3.851580135,-4.601924759,0.641966251,3.429933969,-0.341159208,-1.973587674,31.7672,-1.035526922,TRUE
4/15/14,3.5,0.016847195,0.642,548.7,552.89,530.64,551,3999843,3999843,541.8277,0.641966251,2.034364772,0.367667234,0.632737276,2.770184071,-0.976854383,-1.700382723,-4.665573173,31.5087,-0.813732403,TRUE
4/16/14,15.2,0.045015735,2.77,563.9,564,553.1,557.7,4588541,4588541,554.2491,2.770184071,3.429933969,4.860904493,4.304237649,-3.646036531,-4.350062068,-3.262989892,-7.256605781,32.0626,1.757927176,TRUE
4/17/14,-20.56,0.006914079,-3.646,543.34,557,539.4,556.32,5616862,5616862,546.0235,-3.646036531,-0.976854383,-0.341159208,-2.541658446,-0.730665881,0.397541134,-1.072992969,-1.290168219,32.3211,0.806235302,FALSE
4/21/14,-3.97,-0.000443099,-0.731,539.37,544,534,544,2425207,2425207,538.7224,-0.730665881,-4.350062068,-1.700382723,-4.879726298,1.136511115,-0.344846766,-0.914029331,-0.832452676,32.755,1.342466686,FALSE
4/22/14,6.13,0.010916977,1.137,545.5,547.995,536,536,2331121,2331121,544.1098,1.136511115,0.397541134,-3.262989892,-0.217673636,-1.464711274,-2.027497709,-4.106324473,-1.277726856,33.8075,3.213249886,TRUE
4/23/14,-7.99,-0.003890038,-1.465,537.51,544.8,528.1277,543.67,1959330,1959330,541.9535,-1.464711274,-0.344846766,-1.072992969,-0.04648914,-0.571152165,-2.680880356,-2.703205522,-0.677196703,33.7982,-0.027508689,FALSE
4/24/14,-3.07,-0.009579342,-0.571,534.44,542.5,531,541.69,2069559,2069559,535.4678,-0.571152165,-2.027497709,-0.914029331,-1.973587674,-2.121847167,-2.144300576,0.353641195,0.166529451,33.4844,-0.928451811,FALSE
4/25/14,-11.34,-0.030594554,-2.122,523.1,533.86,522.5,532.26,2372604,2372604,526.1454,-2.121847167,-2.680880356,-4.106324473,-4.665573173,-0.022940164,2.529153126,2.251959472,-0.101319059,33.2812,-0.606849757,FALSE
4/28/14,-0.12,-0.030816938,-0.023,522.98,525.9,511,525.8,3752779,3752779,518.584,-0.022940164,-2.144300576,-2.703205522,-7.256605781,2.552678879,2.275421622,2.973345061,-0.952235267,33.512,0.69348461,FALSE
4/29/14,13.35,-0.006076806,2.553,536.33,537.76,523,523.89,2535967,2535967,532.9949,2.552678879,2.529153126,0.353641195,-1.290168219,-0.270355938,0.410195216,-0.458672832,-3.013070311,33.6967,0.551145858,TRUE
4/30/14,-1.45,-0.008763937,-0.27,534.88,536.34,529.09,535.12,2038658,2038658,532.8349,-0.270355938,2.275421622,2.251959472,-0.832452676,0.682396051,-0.188827401,0.08413102,-1.544271612,34.066,1.095953016,FALSE
5/1/14,3.65,-0.001999781,0.682,538.53,539.91,532.86,534.25,2004375,2004375,536.4606,0.682396051,0.410195216,2.973345061,-1.277726856,-0.865318552,-0.594210165,-2.963623196,-0.018569068,34.0937,0.081312746,TRUE
5/2/14,-4.66,-0.010635662,-0.865,533.87,542.4,533.27,541.44,1781595,1781595,536.5529,-0.865318552,-0.188827401,-0.458672832,-0.677196703,0.273474816,-2.116620151,-2.972633787,1.436679341,34.0198,-0.216755588,FALSE
5/5/14,1.46,-0.00793,0.273,535.33,535.72,527.58,530.24,1228797,1228797,532.3044,0.273474816,-0.594210165,0.08413102,0.166529451,-2.383576486,-3.237255525,-2.831898082,-0.171856612,33.8813,-0.407115856,TRUE
5/6/14,-12.76,-0.031576747,-2.384,522.57,534.548,522.2601,533.41,1835318,1835318,533.1582,-2.383576486,-2.116620151,-2.963623196,-0.101319059,-0.874523987,-0.459268615,0.775015787,1.253420594,33.512,-1.089981789,FALSE
5/7/14,-4.57,-0.040045841,-0.875,518,524.43,511.09,523.25,3074346,3074346,515.6307,-0.874523987,-3.237255525,-2.972633787,-0.952235267,0.418918919,1.664092664,3.944015444,1.988416988,34.0383,1.570482215,FALSE
5/8/14,2.17,-0.036024411,0.419,520.17,527.35,514.46,515.72,2452197,2452197,522.1127,0.418918919,-0.459268615,-2.831898082,-3.013070311,1.239979238,3.510390834,4.108272296,3.587288771,33.7521,-0.84081755,TRUE
5/9/14,6.45,-0.024071314,1.24,526.62,527.35,514.28,518.65,2261447,2261447,521.4006,1.239979238,1.664092664,0.775015787,-1.544271612,2.242603775,2.833162432,1.479244996,2.614788652,33.5767,-0.519671369,TRUE
5/12/14,11.81,-0.0021851,2.243,538.43,538.75,527.51,531.84,1949291,1949291,535.3322,2.242603775,3.510390834,3.944015444,-0.018569068,0.57760526,-0.746615159,-1.729101276,2.093122597,34.0013,1.264567393,TRUE
5/13/14,3.11,0.003578331,0.578,541.54,543.99,537.9,539.58,2011963,2011963,541.0471,0.57760526,2.833162432,4.108272296,1.436679341,-1.316615578,-2.293459394,-2.444879418,2.568600657,33.7059,-0.868790311,TRUE
5/14/14,-7.13,-0.009634938,-1.317,534.41,541.82,533.11,541.82,1281148,1281148,536.9127,-1.316615578,-0.746615159,1.479244996,-0.171856612,-0.989876686,-1.143316929,0.827080332,5.499522838,33.7244,0.054886533,FALSE
5/15/14,-5.29,-0.01943833,-0.99,529.12,533.9999,525.31,533.14,1833044,1833044,529.1919,-0.989876686,-2.293459394,-1.729101276,1.253420594,-0.154974297,1.835122467,2.129951618,8.646431811,33.4382,-0.848643712,FALSE
5/16/14,-0.82,-0.020957949,-0.155,528.3,530.84,523.57,529.6,1907733,1907733,527.0737,-0.154974297,-1.143316929,-2.444879418,1.988416988,1.99318569,2.288472459,4.050728753,7.978421352,33.2905,-0.441710379,FALSE
5/19/14,10.53,-0.001443823,1.993,538.83,539.35,525.66,528.88,1977885,1977885,535.2755,1.99318569,1.835122467,0.827080332,3.587288771,0.289516174,2.017333853,3.084460776,5.888684743,33.429,0.416034604,TRUE
5/20/14,1.56,0.001447159,0.29,540.39,546.35,536.57,540,2425292,2425292,541.6573,0.289516174,2.288472459,2.129951618,2.614788652,1.722829808,2.786876145,4.332056478,5.784711042,33.0043,-1.270453798,TRUE
5/21/14,9.31,0.018700389,1.723,549.7,549.75,542.11,542.9,1564854,1564854,546.6337,1.722829808,2.017333853,4.050728753,2.093122597,1.046025105,2.565035474,4.578861197,2.663270875,33.512,1.538284405,TRUE
5/22/14,5.75,0.029356251,1.046,555.45,557.96,551,552.2,2149757,2149757,554.8325,1.046025105,2.786876145,3.084460776,2.568600657,1.503285624,3.49626429,2.700513097,-0.169232154,33.5674,0.165313917,TRUE
